,Jacard Benzerliği
"('Lee Jordan', 'Kevin Whitby')",0.0
"('Lee Jordan', 'Lavender Brown')",0.16666666666666666
"('Lee Jordan', 'Leanne')",0.0
"('Lee Jordan', 'Lucian Bole')",0.0
"('Lee Jordan', 'Luna Lovegood')",0.2222222222222222
"('Lee Jordan', 'Malcolm Baddock')",0.0
"('Lee Jordan', 'Mandy Brocklehurst')",0.0
"('Lee Jordan', 'Marcus Belby')",0.0
"('Lee Jordan', 'Marcus Flint')",0.0
"('Lee Jordan', 'Michael Corner')",0.0
"('Lee Jordan', 'Miles Bletchley')",0.0
"('Lee Jordan', 'Millicent Bulstrode')",0.0
"('Lee Jordan', 'Natalie McDonald')",0.0
"('Lee Jordan', 'Neville Longbottom')",0.18181818181818182
"('Lee Jordan', 'Oliver Wood')",0.4444444444444444
"('Lee Jordan', 'Orla Quirke')",0.0
"('Lee Jordan', 'Owen Cauldwell')",0.0
"('Lee Jordan', 'Padma Patil')",0.2
"('Lee Jordan', 'Pansy Parkinson')",0.0
"('Lee Jordan', 'Parvati Patil')",0.0
"('Lee Jordan', 'Penelope Clearwater')",0.0
"('Lee Jordan', 'Percy Weasley')",0.2857142857142857
"('Lee Jordan', 'Peregrine Derrick')",0.0
"('Lee Jordan', 'Roger Davies')",0.0
"('Lee Jordan', 'Romilda Vane')",0.0
"('Lee Jordan', 'Ronald Weasley')",0.25
"('Lee Jordan', 'Rose Zeller')",0.0
"('Lee Jordan', 'Seamus Finnigan')",0.18181818181818182
"('Lee Jordan', 'Stewart Ackerley')",0.0
"('Lee Jordan', 'Susan Bones')",0.09090909090909091
"('Lee Jordan', 'Terry Boot')",0.08333333333333333
"('Lee Jordan', 'Theodore Nott')",0.0
"('Lee Jordan', 'Vincent Crabbe')",0.0
"('Lee Jordan', 'Zacharias Smith')",0.0
"('Lucian Bole', 'Adrian Pucey')",0.0
"('Lucian Bole', 'Alicia Spinnet')",0.0
"('Lucian Bole', 'Angelina Johnson')",0.0
"('Lucian Bole', 'Anthony Goldstein')",0.0
"('Lucian Bole', 'Blaise Zabini')",0.0
"('Lucian Bole', 'C. Warrington')",0.0
"('Lucian Bole', 'Cedric Diggory')",0.0
"('Lucian Bole', 'Cho Chang')",0.0
"('Lucian Bole', 'Colin Creevey')",0.0
"('Lucian Bole', 'Cormac McLaggen')",0.0
"('Lucian Bole', 'Dean Thomas')",0.0
"('Lucian Bole', 'Demelza Robins')",0.0
"('Lucian Bole', 'Dennis Creevey')",0.0
"('Lucian Bole', 'Draco Malfoy')",0.0
"('Lucian Bole', 'Eddie Carmichael')",0.0
"('Lucian Bole', 'Eleanor Branstone')",0.0
"('Lucian Bole', 'Ernie Macmillan')",0.0
"('Lucian Bole', 'Euan Abercrombie')",0.0
"('Lucian Bole', 'Fred Weasley')",0.0
"('Lucian Bole', 'George Weasley')",0.0
"('Lucian Bole', 'Ginny Weasley')",0.0
"('Lucian Bole', 'Graham Pritchard')",0.0
"('Lucian Bole', 'Gregory Goyle')",0.0
"('Lucian Bole', 'Hannah Abbott')",0.0
"('Lucian Bole', 'Harry James Potter')",0.0
"('Lucian Bole', 'Hermione Granger')",0.0
"('Lucian Bole', 'Jimmy Peakes')",0.0
"('Lucian Bole', 'Justin Finch-Fletchley')",0.0
"('Lucian Bole', 'Katie Bell')",0.0
"('Lucian Bole', 'Kevin Whitby')",0.0
"('Lucian Bole', 'Lavender Brown')",0.0
"('Lucian Bole', 'Leanne')",0.0
"('Lucian Bole', 'Lee Jordan')",0.0
"('Lucian Bole', 'Luna Lovegood')",0.0
"('Lucian Bole', 'Malcolm Baddock')",0.0
"('Lucian Bole', 'Mandy Brocklehurst')",0.0
"('Lucian Bole', 'Marcus Belby')",0.0
"('Lucian Bole', 'Marcus Flint')",0.0
"('Lucian Bole', 'Michael Corner')",0.0
"('Lucian Bole', 'Miles Bletchley')",0.0
"('Lucian Bole', 'Millicent Bulstrode')",0.0
"('Lucian Bole', 'Natalie McDonald')",0.0
"('Lucian Bole', 'Neville Longbottom')",0.0
"('Lucian Bole', 'Oliver Wood')",0.0
"('Lucian Bole', 'Orla Quirke')",0.0
"('Lucian Bole', 'Owen Cauldwell')",0.0
"('Lucian Bole', 'Padma Patil')",0.0
"('Lucian Bole', 'Pansy Parkinson')",0.0
"('Lucian Bole', 'Parvati Patil')",0.0
"('Lucian Bole', 'Penelope Clearwater')",0.0
"('Lucian Bole', 'Percy Weasley')",0.0
"('Lucian Bole', 'Peregrine Derrick')",0.0
"('Lucian Bole', 'Roger Davies')",0.0
"('Lucian Bole', 'Romilda Vane')",0.0
"('Lucian Bole', 'Ronald Weasley')",0.0
"('Lucian Bole', 'Rose Zeller')",0.0
"('Lucian Bole', 'Seamus Finnigan')",0.0
"('Lucian Bole', 'Stewart Ackerley')",0.0
"('Lucian Bole', 'Susan Bones')",0.0
"('Lucian Bole', 'Terry Boot')",0.0
"('Lucian Bole', 'Theodore Nott')",0.0
"('Lucian Bole', 'Vincent Crabbe')",0.0
"('Lucian Bole', 'Zacharias Smith')",0.0
"('Luna Lovegood', 'Adrian Pucey')",0.0
"('Luna Lovegood', 'Alicia Spinnet')",0.25
"('Luna Lovegood', 'Angelina Johnson')",0.25
"('Luna Lovegood', 'Anthony Goldstein')",0.08333333333333333
"('Luna Lovegood', 'Blaise Zabini')",0.0
"('Luna Lovegood', 'C. Warrington')",0.0
"('Luna Lovegood', 'Cedric Diggory')",0.125
"('Luna Lovegood', 'Cho Chang')",0.14285714285714285
"('Luna Lovegood', 'Colin Creevey')",0.125
"('Luna Lovegood', 'Cormac McLaggen')",0.0
"('Luna Lovegood', 'Dean Thomas')",0.4
"('Luna Lovegood', 'Demelza Robins')",0.0
"('Luna Lovegood', 'Dennis Creevey')",0.125
"('Luna Lovegood', 'Draco Malfoy')",0.0
"('Luna Lovegood', 'Eddie Carmichael')",0.0
"('Luna Lovegood', 'Eleanor Branstone')",0.0
"('Luna Lovegood', 'Ernie Macmillan')",0.08333333333333333
"('Luna Lovegood', 'Euan Abercrombie')",0.0
"('Luna Lovegood', 'Fred Weasley')",0.3076923076923077
"('Luna Lovegood', 'George Weasley')",0.3076923076923077
"('Luna Lovegood', 'Ginny Weasley')",0.6666666666666666
"('Luna Lovegood', 'Graham Pritchard')",0.0
"('Luna Lovegood', 'Gregory Goyle')",0.0
"('Luna Lovegood', 'Hannah Abbott')",0.08333333333333333
"('Luna Lovegood', 'Harry James Potter')",0.3
"('Luna Lovegood', 'Hermione Granger')",0.4
"('Luna Lovegood', 'Jimmy Peakes')",0.0
"('Luna Lovegood', 'Justin Finch-Fletchley')",0.08333333333333333
"('Luna Lovegood', 'Katie Bell')",0.08333333333333333
"('Luna Lovegood', 'Kevin Whitby')",0.0
"('Luna Lovegood', 'Lavender Brown')",0.14285714285714285
"('Luna Lovegood', 'Leanne')",0.0
"('Luna Lovegood', 'Lee Jordan')",0.2222222222222222
"('Luna Lovegood', 'Lucian Bole')",0.0
"('Luna Lovegood', 'Malcolm Baddock')",0.0
"('Luna Lovegood', 'Mandy Brocklehurst')",0.0
"('Luna Lovegood', 'Marcus Belby')",0.0
"('Luna Lovegood', 'Marcus Flint')",0.0
"('Luna Lovegood', 'Michael Corner')",0.0
"('Luna Lovegood', 'Miles Bletchley')",0.0
"('Luna Lovegood', 'Millicent Bulstrode')",0.0
"('Luna Lovegood', 'Natalie McDonald')",0.0
"('Luna Lovegood', 'Neville Longbottom')",0.75
"('Luna Lovegood', 'Oliver Wood')",0.16666666666666666
"('Luna Lovegood', 'Orla Quirke')",0.0
"('Luna Lovegood', 'Owen Cauldwell')",0.0
"('Luna Lovegood', 'Padma Patil')",0.16666666666666666
"('Luna Lovegood', 'Pansy Parkinson')",0.0
"('Luna Lovegood', 'Parvati Patil')",0.1
"('Luna Lovegood', 'Penelope Clearwater')",0.0
"('Luna Lovegood', 'Percy Weasley')",0.42857142857142855
"('Luna Lovegood', 'Peregrine Derrick')",0.0
"('Luna Lovegood', 'Roger Davies')",0.0
"('Luna Lovegood', 'Romilda Vane')",0.0
"('Luna Lovegood', 'Ronald Weasley')",0.4
"('Luna Lovegood', 'Rose Zeller')",0.0
"('Luna Lovegood', 'Seamus Finnigan')",0.4
"('Luna Lovegood', 'Stewart Ackerley')",0.0
"('Luna Lovegood', 'Susan Bones')",0.08333333333333333
"('Luna Lovegood', 'Terry Boot')",0.16666666666666666
"('Luna Lovegood', 'Theodore Nott')",0.0
"('Luna Lovegood', 'Vincent Crabbe')",0.0
"('Luna Lovegood', 'Zacharias Smith')",0.0
"('Malcolm Baddock', 'Adrian Pucey')",0.0
"('Malcolm Baddock', 'Alicia Spinnet')",0.0
"('Malcolm Baddock', 'Angelina Johnson')",0.0
"('Malcolm Baddock', 'Anthony Goldstein')",0.0
"('Malcolm Baddock', 'Blaise Zabini')",0.0
"('Malcolm Baddock', 'C. Warrington')",0.0
"('Malcolm Baddock', 'Cedric Diggory')",0.0
"('Malcolm Baddock', 'Cho Chang')",0.0
"('Malcolm Baddock', 'Colin Creevey')",0.0
"('Malcolm Baddock', 'Cormac McLaggen')",0.0
"('Malcolm Baddock', 'Dean Thomas')",0.0
"('Malcolm Baddock', 'Demelza Robins')",0.0
"('Malcolm Baddock', 'Dennis Creevey')",0.0
"('Malcolm Baddock', 'Draco Malfoy')",0.0
"('Malcolm Baddock', 'Eddie Carmichael')",0.0
"('Malcolm Baddock', 'Eleanor Branstone')",0.0
"('Malcolm Baddock', 'Ernie Macmillan')",0.0
"('Malcolm Baddock', 'Euan Abercrombie')",0.0
"('Malcolm Baddock', 'Fred Weasley')",0.0
"('Malcolm Baddock', 'George Weasley')",0.0
"('Malcolm Baddock', 'Ginny Weasley')",0.0
"('Malcolm Baddock', 'Graham Pritchard')",0.0
"('Malcolm Baddock', 'Gregory Goyle')",0.0
"('Malcolm Baddock', 'Hannah Abbott')",0.0
"('Malcolm Baddock', 'Harry James Potter')",0.0
"('Malcolm Baddock', 'Hermione Granger')",0.0
"('Malcolm Baddock', 'Jimmy Peakes')",0.0
"('Malcolm Baddock', 'Justin Finch-Fletchley')",0.0
"('Malcolm Baddock', 'Katie Bell')",0.0
"('Malcolm Baddock', 'Kevin Whitby')",0.0
"('Malcolm Baddock', 'Lavender Brown')",0.0
"('Malcolm Baddock', 'Leanne')",0.0
"('Malcolm Baddock', 'Lee Jordan')",0.0
"('Malcolm Baddock', 'Lucian Bole')",0.0
"('Malcolm Baddock', 'Luna Lovegood')",0.0
"('Malcolm Baddock', 'Mandy Brocklehurst')",0.0
"('Malcolm Baddock', 'Marcus Belby')",0.0
"('Malcolm Baddock', 'Marcus Flint')",0.0
"('Malcolm Baddock', 'Michael Corner')",0.0
"('Malcolm Baddock', 'Miles Bletchley')",0.0
"('Malcolm Baddock', 'Millicent Bulstrode')",0.0
"('Malcolm Baddock', 'Natalie McDonald')",0.0
"('Malcolm Baddock', 'Neville Longbottom')",0.0
"('Malcolm Baddock', 'Oliver Wood')",0.0
"('Malcolm Baddock', 'Orla Quirke')",0.0
"('Malcolm Baddock', 'Owen Cauldwell')",0.0
"('Malcolm Baddock', 'Padma Patil')",0.0
"('Malcolm Baddock', 'Pansy Parkinson')",0.0
"('Malcolm Baddock', 'Parvati Patil')",0.0
"('Malcolm Baddock', 'Penelope Clearwater')",0.0
"('Malcolm Baddock', 'Percy Weasley')",0.0
"('Malcolm Baddock', 'Peregrine Derrick')",0.0
"('Malcolm Baddock', 'Roger Davies')",0.0
"('Malcolm Baddock', 'Romilda Vane')",0.0
"('Malcolm Baddock', 'Ronald Weasley')",0.0
"('Malcolm Baddock', 'Rose Zeller')",0.0
"('Malcolm Baddock', 'Seamus Finnigan')",0.0
"('Malcolm Baddock', 'Stewart Ackerley')",0.0
"('Malcolm Baddock', 'Susan Bones')",0.0
"('Malcolm Baddock', 'Terry Boot')",0.0
"('Malcolm Baddock', 'Theodore Nott')",0.0
"('Malcolm Baddock', 'Vincent Crabbe')",0.0
"('Malcolm Baddock', 'Zacharias Smith')",0.0
"('Mandy Brocklehurst', 'Adrian Pucey')",0.0
"('Mandy Brocklehurst', 'Alicia Spinnet')",0.0
"('Mandy Brocklehurst', 'Angelina Johnson')",0.0
"('Mandy Brocklehurst', 'Anthony Goldstein')",0.0
"('Mandy Brocklehurst', 'Blaise Zabini')",0.0
"('Mandy Brocklehurst', 'C. Warrington')",0.0
"('Mandy Brocklehurst', 'Cedric Diggory')",0.0
"('Mandy Brocklehurst', 'Cho Chang')",0.0
"('Mandy Brocklehurst', 'Colin Creevey')",0.0
"('Mandy Brocklehurst', 'Cormac McLaggen')",0.0
"('Mandy Brocklehurst', 'Dean Thomas')",0.0
"('Mandy Brocklehurst', 'Demelza Robins')",0.0
"('Mandy Brocklehurst', 'Dennis Creevey')",0.0
"('Mandy Brocklehurst', 'Draco Malfoy')",0.0
"('Mandy Brocklehurst', 'Eddie Carmichael')",0.0
"('Mandy Brocklehurst', 'Eleanor Branstone')",0.0
"('Mandy Brocklehurst', 'Ernie Macmillan')",0.0
"('Mandy Brocklehurst', 'Euan Abercrombie')",0.0
"('Mandy Brocklehurst', 'Fred Weasley')",0.0
"('Mandy Brocklehurst', 'George Weasley')",0.0
"('Mandy Brocklehurst', 'Ginny Weasley')",0.0
"('Mandy Brocklehurst', 'Graham Pritchard')",0.0
"('Mandy Brocklehurst', 'Gregory Goyle')",0.0
"('Mandy Brocklehurst', 'Hannah Abbott')",0.0
"('Mandy Brocklehurst', 'Harry James Potter')",0.0
"('Mandy Brocklehurst', 'Hermione Granger')",0.0
"('Mandy Brocklehurst', 'Jimmy Peakes')",0.0
"('Mandy Brocklehurst', 'Justin Finch-Fletchley')",0.0
"('Mandy Brocklehurst', 'Katie Bell')",0.0
"('Mandy Brocklehurst', 'Kevin Whitby')",0.0
"('Mandy Brocklehurst', 'Lavender Brown')",0.0
"('Mandy Brocklehurst', 'Leanne')",0.0
"('Mandy Brocklehurst', 'Lee Jordan')",0.0
"('Mandy Brocklehurst', 'Lucian Bole')",0.0
"('Mandy Brocklehurst', 'Luna Lovegood')",0.0
"('Mandy Brocklehurst', 'Malcolm Baddock')",0.0
"('Mandy Brocklehurst', 'Marcus Belby')",0.0
"('Mandy Brocklehurst', 'Marcus Flint')",0.0
"('Mandy Brocklehurst', 'Michael Corner')",0.0
"('Mandy Brocklehurst', 'Miles Bletchley')",0.0
"('Mandy Brocklehurst', 'Millicent Bulstrode')",0.0
"('Mandy Brocklehurst', 'Natalie McDonald')",0.0
"('Mandy Brocklehurst', 'Neville Longbottom')",0.0
"('Mandy Brocklehurst', 'Oliver Wood')",0.0
"('Mandy Brocklehurst', 'Orla Quirke')",0.0
"('Mandy Brocklehurst', 'Owen Cauldwell')",0.0
"('Mandy Brocklehurst', 'Padma Patil')",0.0
"('Mandy Brocklehurst', 'Pansy Parkinson')",0.0
"('Mandy Brocklehurst', 'Parvati Patil')",0.0
"('Mandy Brocklehurst', 'Penelope Clearwater')",0.0
"('Mandy Brocklehurst', 'Percy Weasley')",0.0
"('Mandy Brocklehurst', 'Peregrine Derrick')",0.0
"('Mandy Brocklehurst', 'Roger Davies')",0.0
"('Mandy Brocklehurst', 'Romilda Vane')",0.0
"('Mandy Brocklehurst', 'Ronald Weasley')",0.0
"('Mandy Brocklehurst', 'Rose Zeller')",0.0
"('Mandy Brocklehurst', 'Seamus Finnigan')",0.0
"('Mandy Brocklehurst', 'Stewart Ackerley')",0.0
"('Mandy Brocklehurst', 'Susan Bones')",0.0
"('Mandy Brocklehurst', 'Terry Boot')",0.0
"('Mandy Brocklehurst', 'Theodore Nott')",0.0
"('Mandy Brocklehurst', 'Vincent Crabbe')",0.0
"('Mandy Brocklehurst', 'Zacharias Smith')",0.0
"('Marcus Belby', 'Adrian Pucey')",0.0
"('Marcus Belby', 'Alicia Spinnet')",0.0
"('Marcus Belby', 'Angelina Johnson')",0.0
"('Marcus Belby', 'Anthony Goldstein')",0.0
"('Marcus Belby', 'Blaise Zabini')",0.0
"('Marcus Belby', 'C. Warrington')",0.0
"('Marcus Belby', 'Cedric Diggory')",0.0
"('Marcus Belby', 'Cho Chang')",0.0
"('Marcus Belby', 'Colin Creevey')",0.0
"('Marcus Belby', 'Cormac McLaggen')",0.0
"('Marcus Belby', 'Dean Thomas')",0.0
"('Marcus Belby', 'Demelza Robins')",0.0
"('Marcus Belby', 'Dennis Creevey')",0.0
"('Marcus Belby', 'Draco Malfoy')",0.0
"('Marcus Belby', 'Eddie Carmichael')",0.0
"('Marcus Belby', 'Eleanor Branstone')",0.0
"('Marcus Belby', 'Ernie Macmillan')",0.0
"('Marcus Belby', 'Euan Abercrombie')",0.0
"('Marcus Belby', 'Fred Weasley')",0.0
"('Marcus Belby', 'George Weasley')",0.0
"('Marcus Belby', 'Ginny Weasley')",0.0
"('Marcus Belby', 'Graham Pritchard')",0.0
"('Marcus Belby', 'Gregory Goyle')",0.0
"('Marcus Belby', 'Hannah Abbott')",0.0
"('Marcus Belby', 'Harry James Potter')",0.0
"('Marcus Belby', 'Hermione Granger')",0.0
"('Marcus Belby', 'Jimmy Peakes')",0.0
"('Marcus Belby', 'Justin Finch-Fletchley')",0.0
"('Marcus Belby', 'Katie Bell')",0.0
"('Marcus Belby', 'Kevin Whitby')",0.0
"('Marcus Belby', 'Lavender Brown')",0.0
"('Marcus Belby', 'Leanne')",0.0
"('Marcus Belby', 'Lee Jordan')",0.0
"('Marcus Belby', 'Lucian Bole')",0.0
"('Marcus Belby', 'Luna Lovegood')",0.0
"('Marcus Belby', 'Malcolm Baddock')",0.0
"('Marcus Belby', 'Mandy Brocklehurst')",0.0
"('Marcus Belby', 'Marcus Flint')",0.0
"('Marcus Belby', 'Michael Corner')",0.0
"('Marcus Belby', 'Miles Bletchley')",0.0
"('Marcus Belby', 'Millicent Bulstrode')",0.0
"('Marcus Belby', 'Natalie McDonald')",0.0
"('Marcus Belby', 'Neville Longbottom')",0.0
"('Marcus Belby', 'Oliver Wood')",0.0
"('Marcus Belby', 'Orla Quirke')",0.0
"('Marcus Belby', 'Owen Cauldwell')",0.0
"('Marcus Belby', 'Padma Patil')",0.0
"('Marcus Belby', 'Pansy Parkinson')",0.0
"('Marcus Belby', 'Parvati Patil')",0.0
"('Marcus Belby', 'Penelope Clearwater')",0.0
"('Marcus Belby', 'Percy Weasley')",0.0
"('Marcus Belby', 'Peregrine Derrick')",0.0
"('Marcus Belby', 'Roger Davies')",0.0
"('Marcus Belby', 'Romilda Vane')",0.0
"('Marcus Belby', 'Ronald Weasley')",0.0
"('Marcus Belby', 'Rose Zeller')",0.0
"('Marcus Belby', 'Seamus Finnigan')",0.0
"('Marcus Belby', 'Stewart Ackerley')",0.0
"('Marcus Belby', 'Susan Bones')",0.0
"('Marcus Belby', 'Terry Boot')",0.0
"('Marcus Belby', 'Theodore Nott')",0.0
"('Marcus Belby', 'Vincent Crabbe')",0.0
"('Marcus Belby', 'Zacharias Smith')",0.0
"('Marcus Flint', 'Adrian Pucey')",0.0
"('Marcus Flint', 'Alicia Spinnet')",0.0
"('Marcus Flint', 'Angelina Johnson')",0.0
"('Marcus Flint', 'Anthony Goldstein')",0.0
"('Marcus Flint', 'Blaise Zabini')",0.0
"('Marcus Flint', 'C. Warrington')",0.0
"('Marcus Flint', 'Cedric Diggory')",0.0
"('Marcus Flint', 'Cho Chang')",0.0
"('Marcus Flint', 'Colin Creevey')",0.0
"('Marcus Flint', 'Cormac McLaggen')",0.0
"('Marcus Flint', 'Dean Thomas')",0.0
"('Marcus Flint', 'Demelza Robins')",0.0
"('Marcus Flint', 'Dennis Creevey')",0.0
"('Marcus Flint', 'Draco Malfoy')",0.6666666666666666
"('Marcus Flint', 'Eddie Carmichael')",0.0
"('Marcus Flint', 'Eleanor Branstone')",0.0
"('Marcus Flint', 'Ernie Macmillan')",0.0
"('Marcus Flint', 'Euan Abercrombie')",0.0
"('Marcus Flint', 'Fred Weasley')",0.0
"('Marcus Flint', 'George Weasley')",0.0
"('Marcus Flint', 'Ginny Weasley')",0.0
"('Marcus Flint', 'Graham Pritchard')",0.0
"('Marcus Flint', 'Gregory Goyle')",0.2
"('Marcus Flint', 'Hannah Abbott')",0.0
"('Marcus Flint', 'Harry James Potter')",0.0
"('Marcus Flint', 'Hermione Granger')",0.0
"('Marcus Flint', 'Jimmy Peakes')",0.0
"('Marcus Flint', 'Justin Finch-Fletchley')",0.0
"('Marcus Flint', 'Katie Bell')",0.0
"('Marcus Flint', 'Kevin Whitby')",0.0
"('Marcus Flint', 'Lavender Brown')",0.0
"('Marcus Flint', 'Leanne')",0.0
"('Marcus Flint', 'Lee Jordan')",0.0
"('Marcus Flint', 'Lucian Bole')",0.0
"('Marcus Flint', 'Luna Lovegood')",0.0
"('Marcus Flint', 'Malcolm Baddock')",0.0
"('Marcus Flint', 'Mandy Brocklehurst')",0.0
"('Marcus Flint', 'Marcus Belby')",0.0
"('Marcus Flint', 'Michael Corner')",0.0
"('Marcus Flint', 'Miles Bletchley')",0.0
"('Marcus Flint', 'Millicent Bulstrode')",0.0
"('Marcus Flint', 'Natalie McDonald')",0.0
"('Marcus Flint', 'Neville Longbottom')",0.0
"('Marcus Flint', 'Oliver Wood')",0.0
"('Marcus Flint', 'Orla Quirke')",0.0
"('Marcus Flint', 'Owen Cauldwell')",0.0
"('Marcus Flint', 'Padma Patil')",0.0
"('Marcus Flint', 'Pansy Parkinson')",0.2
"('Marcus Flint', 'Parvati Patil')",0.0
"('Marcus Flint', 'Penelope Clearwater')",0.0
"('Marcus Flint', 'Percy Weasley')",0.0
"('Marcus Flint', 'Peregrine Derrick')",0.0
"('Marcus Flint', 'Roger Davies')",0.0
"('Marcus Flint', 'Romilda Vane')",0.0
"('Marcus Flint', 'Ronald Weasley')",0.0
"('Marcus Flint', 'Rose Zeller')",0.0
"('Marcus Flint', 'Seamus Finnigan')",0.0
"('Marcus Flint', 'Stewart Ackerley')",0.0
"('Marcus Flint', 'Susan Bones')",0.0
"('Marcus Flint', 'Terry Boot')",0.0
"('Marcus Flint', 'Theodore Nott')",0.0
"('Marcus Flint', 'Vincent Crabbe')",0.2
"('Marcus Flint', 'Zacharias Smith')",0.0
"('Michael Corner', 'Adrian Pucey')",0.0
"('Michael Corner', 'Alicia Spinnet')",0.0
"('Michael Corner', 'Angelina Johnson')",0.0
"('Michael Corner', 'Anthony Goldstein')",0.0
"('Michael Corner', 'Blaise Zabini')",0.0
"('Michael Corner', 'C. Warrington')",0.0
"('Michael Corner', 'Cedric Diggory')",0.0
"('Michael Corner', 'Cho Chang')",0.0
"('Michael Corner', 'Colin Creevey')",0.0
"('Michael Corner', 'Cormac McLaggen')",0.0
"('Michael Corner', 'Dean Thomas')",0.0
"('Michael Corner', 'Demelza Robins')",0.0
"('Michael Corner', 'Dennis Creevey')",0.0
"('Michael Corner', 'Draco Malfoy')",0.0
"('Michael Corner', 'Eddie Carmichael')",0.0
"('Michael Corner', 'Eleanor Branstone')",0.0
"('Michael Corner', 'Ernie Macmillan')",0.0
"('Michael Corner', 'Euan Abercrombie')",0.0
"('Michael Corner', 'Fred Weasley')",0.0
"('Michael Corner', 'George Weasley')",0.0
"('Michael Corner', 'Ginny Weasley')",0.0
"('Michael Corner', 'Graham Pritchard')",0.0
"('Michael Corner', 'Gregory Goyle')",0.0
"('Michael Corner', 'Hannah Abbott')",0.0
"('Michael Corner', 'Harry James Potter')",0.0
"('Michael Corner', 'Hermione Granger')",0.0
"('Michael Corner', 'Jimmy Peakes')",0.0
"('Michael Corner', 'Justin Finch-Fletchley')",0.0
"('Michael Corner', 'Katie Bell')",0.0
"('Michael Corner', 'Kevin Whitby')",0.0
"('Michael Corner', 'Lavender Brown')",0.0
"('Michael Corner', 'Leanne')",0.0
"('Michael Corner', 'Lee Jordan')",0.0
"('Michael Corner', 'Lucian Bole')",0.0
"('Michael Corner', 'Luna Lovegood')",0.0
"('Michael Corner', 'Malcolm Baddock')",0.0
"('Michael Corner', 'Mandy Brocklehurst')",0.0
"('Michael Corner', 'Marcus Belby')",0.0
"('Michael Corner', 'Marcus Flint')",0.0
"('Michael Corner', 'Miles Bletchley')",0.0
"('Michael Corner', 'Millicent Bulstrode')",0.0
"('Michael Corner', 'Natalie McDonald')",0.0
"('Michael Corner', 'Neville Longbottom')",0.0
"('Michael Corner', 'Oliver Wood')",0.0
"('Michael Corner', 'Orla Quirke')",0.0
"('Michael Corner', 'Owen Cauldwell')",0.0
"('Michael Corner', 'Padma Patil')",0.0
"('Michael Corner', 'Pansy Parkinson')",0.0
"('Michael Corner', 'Parvati Patil')",0.0
"('Michael Corner', 'Penelope Clearwater')",0.0
"('Michael Corner', 'Percy Weasley')",0.0
"('Michael Corner', 'Peregrine Derrick')",0.0
"('Michael Corner', 'Roger Davies')",0.0
"('Michael Corner', 'Romilda Vane')",0.0
"('Michael Corner', 'Ronald Weasley')",0.0
"('Michael Corner', 'Rose Zeller')",0.0
"('Michael Corner', 'Seamus Finnigan')",0.0
"('Michael Corner', 'Stewart Ackerley')",0.0
"('Michael Corner', 'Susan Bones')",0.0
"('Michael Corner', 'Terry Boot')",0.0
"('Michael Corner', 'Theodore Nott')",0.0
"('Michael Corner', 'Vincent Crabbe')",0.0
"('Michael Corner', 'Zacharias Smith')",0.0
"('Miles Bletchley', 'Adrian Pucey')",0.0
"('Miles Bletchley', 'Alicia Spinnet')",0.0
"('Miles Bletchley', 'Angelina Johnson')",0.0
"('Miles Bletchley', 'Anthony Goldstein')",0.0
"('Miles Bletchley', 'Blaise Zabini')",0.0
"('Miles Bletchley', 'C. Warrington')",0.0
"('Miles Bletchley', 'Cedric Diggory')",0.0
"('Miles Bletchley', 'Cho Chang')",0.0
"('Miles Bletchley', 'Colin Creevey')",0.0
"('Miles Bletchley', 'Cormac McLaggen')",0.0
"('Miles Bletchley', 'Dean Thomas')",0.0
"('Miles Bletchley', 'Demelza Robins')",0.0
"('Miles Bletchley', 'Dennis Creevey')",0.0
"('Miles Bletchley', 'Draco Malfoy')",0.0
"('Miles Bletchley', 'Eddie Carmichael')",0.0
"('Miles Bletchley', 'Eleanor Branstone')",0.0
"('Miles Bletchley', 'Ernie Macmillan')",0.0
"('Miles Bletchley', 'Euan Abercrombie')",0.0
"('Miles Bletchley', 'Fred Weasley')",0.0
"('Miles Bletchley', 'George Weasley')",0.0
"('Miles Bletchley', 'Ginny Weasley')",0.0
"('Miles Bletchley', 'Graham Pritchard')",0.0
"('Miles Bletchley', 'Gregory Goyle')",0.0
"('Miles Bletchley', 'Hannah Abbott')",0.0
"('Miles Bletchley', 'Harry James Potter')",0.0
"('Miles Bletchley', 'Hermione Granger')",0.0
"('Miles Bletchley', 'Jimmy Peakes')",0.0
"('Miles Bletchley', 'Justin Finch-Fletchley')",0.0
"('Miles Bletchley', 'Katie Bell')",0.0
"('Miles Bletchley', 'Kevin Whitby')",0.0
"('Miles Bletchley', 'Lavender Brown')",0.0
"('Miles Bletchley', 'Leanne')",0.0
"('Miles Bletchley', 'Lee Jordan')",0.0
"('Miles Bletchley', 'Lucian Bole')",0.0
"('Miles Bletchley', 'Luna Lovegood')",0.0
"('Miles Bletchley', 'Malcolm Baddock')",0.0
"('Miles Bletchley', 'Mandy Brocklehurst')",0.0
"('Miles Bletchley', 'Marcus Belby')",0.0
"('Miles Bletchley', 'Marcus Flint')",0.0
"('Miles Bletchley', 'Michael Corner')",0.0
"('Miles Bletchley', 'Millicent Bulstrode')",0.0
"('Miles Bletchley', 'Natalie McDonald')",0.0
"('Miles Bletchley', 'Neville Longbottom')",0.0
"('Miles Bletchley', 'Oliver Wood')",0.0
"('Miles Bletchley', 'Orla Quirke')",0.0
"('Miles Bletchley', 'Owen Cauldwell')",0.0
"('Miles Bletchley', 'Padma Patil')",0.0
